book_id,user_id,rating
1885,136494867,4
1885,63979019,5
1885,36434323,5
1885,68708752,5
1885,102466526,4
1885,135790038,2
1885,24831615,5
1885,3144945,5
1885,9499718,5
1885,23830302,5
1885,70454744,5
1885,13686880,4
1885,143571485,4
1885,91830564,5
1885,8905971,4
1885,72563096,2
1885,58296710,1
1885,64900946,5
1885,146737464,4
1885,14227114,5
1885,84916113,5
1885,51929871,5
1885,9696310,4
1885,76635512,5
1885,96515924,4
1885,75804048,5
1885,35614518,4
1885,168324814,3
1885,25336538,3
1885,40494163,2
1885,2329228,5
1885,47813395,4
1885,148524803,4
1885,13298726,4
1885,125062945,5
1885,18383542,5
1885,51447910,5
1885,1128612,4
1885,64251493,4
1885,175309587,4
1885,14504653,5
1885,50870096,5
1885,36710176,5
1885,117008993,5
1885,119641288,4
1885,3480406,5
1885,16174645,5
1885,67637128,1
1885,21180355,5
1885,128085889,5
1885,92664725,4
1885,135360895,5
1885,91606396,5
1885,84919381,5
1885,4593541,2
1885,42080115,5
1885,76507338,4
1885,54103953,5
1885,112634173,5
1885,104884953,5
1885,66310385,5
1885,52545435,4
1885,58296635,3
1885,7359586,5
1885,24816039,5
1885,4636758,1
1885,2201617,5
1885,91467605,5
1885,135698550,5
1885,2018505,4
1885,4731097,5
1885,73221135,5
1885,121214029,5
1885,73037869,5
1885,48759239,5
1885,54770747,5
1885,9955253,5
1885,87311871,5
1885,30004027,5
1885,36574090,5
1885,7227066,4
1885,31461418,5
1885,37081848,5
1885,69445513,5
1885,13311251,2
1885,6418118,4
1885,11861720,5
1885,173788324,4
1885,69875407,5
1885,174594934,2
1885,18261002,5
1885,118578359,5
1885,52917032,5
1885,43801560,2
1885,18184151,5
1885,120237186,5
1885,117422922,5
1885,8422853,3
1885,2457095,5
1885,6909470,5
1885,81770848,5
1885,10961933,5
1885,57335472,5
1885,142067914,3
1885,236411,5
1885,24672869,3
1885,34210903,5
1885,83276380,3
1885,42383176,4
1885,20487738,5
1885,107652252,5
1885,166700100,4
1885,126364621,2
1885,82555120,4
1885,62259143,2
1885,16127160,5
1885,25663885,4
1885,87993607,5
1885,47153997,5
1885,28146945,4
1885,216457,5
1885,91636367,5
1885,6853965,4
1885,120548776,5
1885,46843838,5
1885,7091489,5
1885,127550066,5
1885,112160688,4
1885,6005302,5
1885,40310867,5
1885,3642045,5
1885,58826982,5
1885,107885936,5
1885,3056563,5
1885,25767195,5
1885,35778081,4
1885,106108401,5
1885,16578404,5
1885,146095457,5
1885,12709539,5
1885,29049556,4
1885,59507807,3
1885,1343864,5
1885,5864678,5
1885,4119460,5
1885,123963709,5
1885,75596954,5
1885,5059027,5
1885,4332892,5
1885,33065139,5
1885,74034800,4
1885,40127891,5
1885,20015365,2
1885,127641873,5
1885,15850971,5
1885,1170391,5
1885,6728955,5
1885,78668245,5
1885,122790345,5
1885,16450117,5
1885,5364077,5
1885,29160274,5
1885,41741555,5
1885,59887948,5
1885,32839983,5
1885,10630437,5
1885,91195870,5
1885,17825291,5
1885,68697717,5
1885,18488628,4
1885,97513431,3
1885,12371602,5
1885,69784935,4
1885,50782522,4
1885,120711931,4
1885,106384590,5
1885,57003346,3
1885,541416,5
1885,60975510,5
1885,112193982,5
1885,9489799,5
1885,8620411,5
1885,19678421,4
1885,7376365,5
1885,6513938,5
1885,47631281,4
1885,99845669,5
1885,107814875,4
1885,28683811,5
1885,14485406,5
1885,77983193,4
1885,5650849,5
1885,12046651,5
1885,28323108,5
1885,8171153,4
1885,70220708,5
1885,116245786,5
1885,5175961,4
1885,4867363,5
1885,10531842,5
1885,61042201,4
1885,145201714,5
1885,119971675,5
1885,144875643,5
1885,81440110,1
1885,61609315,4
1885,142265401,4
1885,73792866,5
1885,107660621,5
1885,74816651,4
1885,117908529,5
1885,9323164,5
1885,128705046,5
1885,18492568,5
1885,7542614,5
1885,47627265,5
1885,135776037,5
1885,124299491,5
1885,102819965,3
1885,61624004,2
1885,141437083,5
1885,4729639,5
1885,1433865,4
1885,12062194,5
1885,7345512,5
1885,1628041,4
1885,84800718,4
1885,17438949,5
1885,6354112,4
1885,8542123,5
1885,1713956,4
1885,57080027,5
1885,68387169,5
1885,89440386,5
1885,109255148,5
1885,91461599,5
1885,50899005,5
1885,129388637,4
1885,101670021,4
1885,55238773,4
1885,32222897,4
1885,132557383,4
1885,108124358,5
1885,21166492,5
1885,58035793,5
1885,4003368,5
1885,5749698,2
1885,87419183,5
1885,119303875,4
1885,70149062,4
1885,21987508,4
1885,5953660,5
1885,44424959,5
1885,70642406,5
1885,75906549,5
1885,115348811,5
1885,48243908,5
1885,50620706,5
1885,2986010,5
1885,84646708,4
1885,60270,5
1885,29478737,5
1885,3965659,4
1885,127058934,5
1885,11256995,3
1885,5858778,3
1885,19410610,5
1885,52374183,3
1885,74669777,4
1885,109985186,5
1885,30710594,5
1885,31467977,3
1885,63870921,5
1885,118667055,5
1885,48234354,5
1885,16492500,3
1885,11652288,5
1885,11904521,5
1885,39404032,5
1885,99739724,5
1885,116798464,5
1885,58488205,4
1885,25910969,5
1885,11296522,5
1885,101126656,4
1885,127519090,4
1885,96763078,4
1885,90128058,5
1885,116193043,3
1885,99515900,5
1885,84933090,5
1885,168091513,4
1885,24011982,5
1885,65853099,5
1885,113387426,4
1885,118462437,4
1885,87785770,5
1885,111921,3
1885,7392666,5
1885,34120114,4
1885,74484310,5
1885,55740443,5
1885,45502331,5
1885,45214031,5
1885,154139358,4
1885,16560782,5
1885,18940246,5
1885,6753400,4
1885,4728718,4
1885,76202320,4
1885,1732702,4
1885,54680202,4
1885,27861931,5
1885,151417295,5
1885,6313408,5
1885,5686305,5
1885,138680614,5
1885,66807579,5
1885,21870805,5
1885,139357614,5
1885,102065718,4
1885,144346398,4
1885,29383287,2
1885,32340179,5
1885,35482263,5
1885,5997380,1
1885,10651001,5
1885,5114433,5
1885,147620207,4
1885,3461034,5
1885,58642176,4
1885,34465556,5
1885,15956368,5
1885,85440951,5
1885,8294931,4
1885,1754850,5
1885,11693335,4
1885,168624747,5
1885,419287,4
1885,27256639,5
1885,34050297,5
1885,61971658,5
1885,118981380,4
1885,15236138,5
1885,30632295,4
1885,181758734,5
1885,13555222,4
1885,75350434,5
1885,17304748,5
1885,57511925,5
1885,169656052,4
1885,133474391,5
1885,100918442,2
1885,109600838,5
1885,39587066,5
1885,27618646,3
1885,118385422,3
1885,75729982,4
1885,703854,5
1885,20416955,4
1885,38230974,4
1885,46782911,5
1885,121291642,4
1885,22062635,4
1885,18424235,5
1885,6923777,2
1885,78062677,4
1885,1394928,5
1885,41714075,5
1885,67323489,4
1885,31055027,4
1885,139998820,4
1885,1258773,5
1885,24383409,1
1885,108414982,5
1885,29356259,5
1885,147361671,3
1885,66666194,5
1885,161409207,5
1885,34133401,4
1885,83499304,4
1885,23381142,4
1885,18562856,5
1885,31298776,5
1885,39374372,4
1885,25338232,4
1885,5911504,5
1885,86268606,4
1885,4692637,4
1885,38611024,5
1885,60661295,4
1885,5753689,3
1885,903390,5
1885,51603060,4
1885,69722922,5
1885,42778859,4
1885,153993248,4
1885,51988085,4
1885,12489132,5
1885,63240088,5
1885,2222319,4
1885,1823219,5
1885,6696620,5
1885,6315232,4
1885,14433717,5
1885,66097505,5
1885,104746757,1
1885,177554512,5
1885,120445999,5
1885,111738265,5
1885,20121756,5
1885,46559933,5
1885,51238609,5
1885,108526379,5
1885,52246942,5
1885,34636441,4
1885,158545676,3
1885,139173595,5
1885,135744002,5
1885,121021140,5
1885,60603923,5
1885,193456534,3
1885,700282,2
1885,48502194,5
1885,85543627,5
1885,7553306,5
1885,22679327,5
1885,40487492,5
1885,69897903,5
1885,1876075,4
1885,25968423,5
1885,6449756,3
1885,38333052,5
1885,25858385,4
1885,13514770,4
1885,47812394,5
1885,91511265,1
1885,31382574,5
1885,7154927,5
1885,63796779,4
1885,7024922,5
1885,42803295,5
1885,105964548,5
1885,109171309,5
1885,127423218,2
1885,118875894,4
1885,20048682,5
1885,190233739,5
1885,73707170,5
1885,58351222,5
1885,25821784,4
1885,13615508,4
1885,2958674,1
1885,40342884,5
1885,5663034,5
1885,34048559,3
1885,30279227,4
1885,125528269,4
1885,71383130,5
1885,18341880,5
1885,159620722,4
1885,39537809,5
1885,56529725,5
1885,12933866,3
1885,91718377,4
1885,114371974,5
1885,40147811,5
1885,51486503,5
1885,23098891,4
1885,51200863,4
1885,15886470,5
1885,7397330,4
1885,137053740,5
1885,2744708,3
1885,5858203,4
1885,29249069,2
1885,75810459,4
1885,69919640,5
1885,15546696,5
1885,11180459,4
1885,132388351,3
1885,57857877,5
1885,143543558,5
1885,41763158,3
1885,111485136,5
1885,172366921,5
1885,13870608,5
1885,127620030,5
1885,69029493,5
1885,91456073,4
1885,28782884,5
1885,181298274,3
1885,900800,5
