book_id,title,author,total_ratings,total_reviews,avg_rating,description,genres,page_count,publish_date,image_url,content_soup
764347,Unwind,Neal Shusterman,251314,25022,4.17,"Connor, Risa, and Lev are running for their lives.The Second Civil War was fought over reproductive rights. The chilling resolution: Life is inviolable from the moment of conception until age thirteen. Between the ages of thirteen and eighteen, however, parents can have their child ""unwound,"" whereby all of the child's organs are transplanted into different donors, so life doesn't technically end. Connor is too difficult for his parents to control. Risa, a ward of the state, is not enough to be kept alive. And Lev is a tithe, a child conceived and raised to be unwound. Together, they may have a chance to escape and to survive.","Young Adult,Dystopia,Science Fiction,Fiction,Fantasy,Horror,Thriller",337,"November 6, 2007",https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1297677706i/764347.jpg,"Unwind Neal Shusterman Young Adult,Dystopia,Science Fiction,Fiction,Fantasy,Horror,Thriller Connor, Risa, and Lev are running for their lives.The Second Civil War was fought over reproductive rights. The chilling resolution: Life is inviolable from the moment of conception until age thirteen. Between the ages of thirteen and eighteen, however, parents can have their child ""unwound,"" whereby all of the child's organs are transplanted into different donors, so life doesn't technically end. Connor is too difficult for his parents to control. Risa, a ward of the state, is not enough to be kept alive. And Lev is a tithe, a child conceived and raised to be unwound. Together, they may have a chance to escape and to survive."
156538,North and South,Elizabeth Gaskell,185169,12125,4.15,"When her father leaves the Church in a crisis of conscience, Margaret Hale is uprooted from her comfortable home in Hampshire to move with her family to the north of England. Initially repulsed by the ugliness of her new surroundings in the industrial town of Milton, Margaret becomes aware of the poverty and suffering of the local mill workers and develops a passionate sense of social justice. This is intensified by her tempestuous relationship with the mill-owner and self-made man, John Thornton, as their fierce opposition over his treatment of his employees masks a deeper attraction.In North and South, Elizabeth Gaskell skillfully fuses individual feeling with social concern, and in Margaret Hale creates one of the most original heroines of Victorian literature.","Classics,Fiction,Romance,Historical Fiction,Historical,19th Century,Victorian",521,"January 1, 1855",https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1699604581i/156538.jpg,"North and South Elizabeth Gaskell Classics,Fiction,Romance,Historical Fiction,Historical,19th Century,Victorian When her father leaves the Church in a crisis of conscience, Margaret Hale is uprooted from her comfortable home in Hampshire to move with her family to the north of England. Initially repulsed by the ugliness of her new surroundings in the industrial town of Milton, Margaret becomes aware of the poverty and suffering of the local mill workers and develops a passionate sense of social justice. This is intensified by her tempestuous relationship with the mill-owner and self-made man, John Thornton, as their fierce opposition over his treatment of his employees masks a deeper attraction.In North and South, Elizabeth Gaskell skillfully fuses individual feeling with social concern, and in Margaret Hale creates one of the most original heroines of Victorian literature."
40597810,Daisy Jones & The Six,Taylor Jenkins Reid,1886108,218289,4.2,"Everyone knows DAISY JONES & THE SIX, but nobody knows the reason behind their split at the absolute height of their popularity . . . until now.Daisy is a girl coming of age in L.A. in the late sixties, sneaking into clubs on the Sunset Strip, sleeping with rock stars, and dreaming of singing at the Whisky a Go Go. The sex and drugs are thrilling, but it’s the rock ’n’ roll she loves most. By the time she’s twenty, her voice is getting noticed, and she has the kind of heedless beauty that makes people do crazy things.Also getting noticed is The Six, a band led by the brooding Billy Dunne. On the eve of their first tour, his girlfriend Camila finds out she’s pregnant, and with the pressure of impending fatherhood and fame, Billy goes a little wild on the road.Daisy and Billy cross paths when a producer realizes that the key to supercharged success is to put the two together. What happens next will become the stuff of legend.The making of that legend is chronicled in this riveting and unforgettable novel, written as an oral history of one of the biggest bands of the seventies. Taylor Jenkins Reid is a talented writer who takes her work to a new level with Daisy Jones & The Six, brilliantly capturing a place and time in an utterly distinctive voice.","Fiction,Historical Fiction,Audiobook,Romance,Book Club,Contemporary,Music",368,"March 5, 2019",https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1580255154i/40597810.jpg,"Daisy Jones & The Six Taylor Jenkins Reid Fiction,Historical Fiction,Audiobook,Romance,Book Club,Contemporary,Music Everyone knows DAISY JONES & THE SIX, but nobody knows the reason behind their split at the absolute height of their popularity . . . until now.Daisy is a girl coming of age in L.A. in the late sixties, sneaking into clubs on the Sunset Strip, sleeping with rock stars, and dreaming of singing at the Whisky a Go Go. The sex and drugs are thrilling, but it’s the rock ’n’ roll she loves most. By the time she’s twenty, her voice is getting noticed, and she has the kind of heedless beauty that makes people do crazy things.Also getting noticed is The Six, a band led by the brooding Billy Dunne. On the eve of their first tour, his girlfriend Camila finds out she’s pregnant, and with the pressure of impending fatherhood and fame, Billy goes a little wild on the road.Daisy and Billy cross paths when a producer realizes that the key to supercharged success is to put the two together. What happens next will become the stuff of legend.The making of that legend is chronicled in this riveting and unforgettable novel, written as an oral history of one of the biggest bands of the seventies. Taylor Jenkins Reid is a talented writer who takes her work to a new level with Daisy Jones & The Six, brilliantly capturing a place and time in an utterly distinctive voice."
30933,Brideshead Revisited,Evelyn Waugh,127989,8848,4.0,"The most nostalgic and reflective of Evelyn Waugh's novels, Brideshead Revisited looks back to the golden age before the Second World War. It tells the story of Charles Ryder's infatuation with the Marchmains and the rapidly-disappearing world of privilege they inhabit. Enchanted first by Sebastian at Oxford, then by his doomed Catholic family, in particular his remote sister, Julia, Charles comes finally to recognize only his spiritual and social distance from them.","Classics,Fiction,Historical Fiction,Literature,Novels,Dark Academia,British Literature",351,"January 1, 1945",https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1753925707i/30933.jpg,"Brideshead Revisited Evelyn Waugh Classics,Fiction,Historical Fiction,Literature,Novels,Dark Academia,British Literature The most nostalgic and reflective of Evelyn Waugh's novels, Brideshead Revisited looks back to the golden age before the Second World War. It tells the story of Charles Ryder's infatuation with the Marchmains and the rapidly-disappearing world of privilege they inhabit. Enchanted first by Sebastian at Oxford, then by his doomed Catholic family, in particular his remote sister, Julia, Charles comes finally to recognize only his spiritual and social distance from them."
28260587,Empire of Storms,Sarah J. Maas,1281748,103426,4.63,"Kingdoms will collide.The long path to the throne has only just begun for Aelin Galathynius as war looms on the horizon. Loyalties have been broken and bought, friends have been lost and gained, and those who possess magic find themselves at odds with those who don't.With her heart sworn to the warrior-prince by her side, and her fealty pledged to the people she is determined to save, Aelin will delve into the depths of her power to protect those she loves. But as monsters emerge from the horrors of the past, and dark forces become poised to claim her world, the only chance for salvation will lie in a desperate quest that may mark the end of everything Aelin holds dear.In this breathtaking fifth installment of the New York Times bestselling Throne of Glass series, Aelin will have to choose what—and who—to sacrifice if she's to keep the world of Erilea from breaking apart.","Fantasy,Romance,Young Adult,Romantasy,Fiction,Fae,New Adult",689,"September 6, 2016",https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1463107108i/28260587.jpg,"Empire of Storms Sarah J. Maas Fantasy,Romance,Young Adult,Romantasy,Fiction,Fae,New Adult Kingdoms will collide.The long path to the throne has only just begun for Aelin Galathynius as war looms on the horizon. Loyalties have been broken and bought, friends have been lost and gained, and those who possess magic find themselves at odds with those who don't.With her heart sworn to the warrior-prince by her side, and her fealty pledged to the people she is determined to save, Aelin will delve into the depths of her power to protect those she loves. But as monsters emerge from the horrors of the past, and dark forces become poised to claim her world, the only chance for salvation will lie in a desperate quest that may mark the end of everything Aelin holds dear.In this breathtaking fifth installment of the New York Times bestselling Throne of Glass series, Aelin will have to choose what—and who—to sacrifice if she's to keep the world of Erilea from breaking apart."
17788401,Ugly Love,Colleen Hoover,2343896,146034,3.99,"When Tate Collins meets airline pilot Miles Archer, she knows it isn’t love at first sight. They wouldn’t even go so far as to consider themselves friends. The only thing Tate and Miles have in common is an undeniable mutual attraction. Once their desires are out in the open, they realize they have the perfect set-up. He doesn’t want love, she doesn’t have time for love, so that just leaves the sex. Their arrangement could be surprisingly seamless, as long as Tate can stick to the only two rules Miles has for her.Never ask about the past.Don’t expect a future.They think they can handle it, but realize almost immediately they can’t handle it at all.Hearts get infiltrated.Promises get broken.Rules get shattered.Love gets ugly.","Romance,Colleen Hoover,Contemporary,New Adult,Fiction,Contemporary Romance,Audiobook",330,"August 5, 2014",https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1632597571i/17788401.jpg,"Ugly Love Colleen Hoover Romance,Colleen Hoover,Contemporary,New Adult,Fiction,Contemporary Romance,Audiobook When Tate Collins meets airline pilot Miles Archer, she knows it isn’t love at first sight. They wouldn’t even go so far as to consider themselves friends. The only thing Tate and Miles have in common is an undeniable mutual attraction. Once their desires are out in the open, they realize they have the perfect set-up. He doesn’t want love, she doesn’t have time for love, so that just leaves the sex. Their arrangement could be surprisingly seamless, as long as Tate can stick to the only two rules Miles has for her.Never ask about the past.Don’t expect a future.They think they can handle it, but realize almost immediately they can’t handle it at all.Hearts get infiltrated.Promises get broken.Rules get shattered.Love gets ugly."
112204,The Complete Poems of Emily Dickinson,Emily Dickinson,107010,1909,4.29,"THE ONLY ONE-VOLUME EDITION CONTAINING ALL 1,775 OF EMILY DICKINSON’S POEMSOnly eleven of Emily Dickinson’s poems were published prior to her death in 1886; the startling originality of her work doomed it to obscurity in her lifetime. Early posthumously published collections-some of them featuring liberally “edited” versions of the poems-did not fully and accurately represent Dickinson’s bold experiments in prosody, her tragic vision, and the range of her intellectual and emotional explorations. Not until the 1955 publication of The Complete Poems of Emily Dickinson, a three-volume critical edition compiled by Thomas H. Johnson, were readers able for the first time to assess, understand, and appreciate the whole of Dickinson’s extraordinary poetic genius.This book, a distillation of the three-volume Complete Poems, brings together the original texts of all 1,775 poems that Emily Dickinson wrote.","Poetry,Classics,Fiction,Literature,19th Century,American,Classic Literature",716,"January 1, 1890",https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1549999503i/112204.jpg,"The Complete Poems of Emily Dickinson Emily Dickinson Poetry,Classics,Fiction,Literature,19th Century,American,Classic Literature THE ONLY ONE-VOLUME EDITION CONTAINING ALL 1,775 OF EMILY DICKINSON’S POEMSOnly eleven of Emily Dickinson’s poems were published prior to her death in 1886; the startling originality of her work doomed it to obscurity in her lifetime. Early posthumously published collections-some of them featuring liberally “edited” versions of the poems-did not fully and accurately represent Dickinson’s bold experiments in prosody, her tragic vision, and the range of her intellectual and emotional explorations. Not until the 1955 publication of The Complete Poems of Emily Dickinson, a three-volume critical edition compiled by Thomas H. Johnson, were readers able for the first time to assess, understand, and appreciate the whole of Dickinson’s extraordinary poetic genius.This book, a distillation of the three-volume Complete Poems, brings together the original texts of all 1,775 poems that Emily Dickinson wrote."
30528535,انتحار فاشل,أحمد جمال الدين رمضان,3333,535,4.54,"كتاب ""انتحار فاشل"" عبارة عن مجموعة قصصية متنوعة تجمع ما بين القصة الساخرة، الاجتماعية، الرعب، وحتى القصص المبنية على أحداث حقيقية، يلعب ""أحمد رمضان"" فى هذه المجموعة ببراعة شديدة على وتر الأفكار المختلفة والنهايات المفاجئة، حتى فى القصص التى تبدو أفكارها مألوفة تأتى المعالجة شديدة التميز والنهاية مخالفة تماماً للتوقعات تضيف أبعاداً أكثر عمقاً للعمل.","Short Stories,Fiction,Literature,Novels,Anthologies,Collections",175,"July 1, 2016",https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1465754541i/30528535.jpg,"انتحار فاشل أحمد جمال الدين رمضان Short Stories,Fiction,Literature,Novels,Anthologies,Collections كتاب ""انتحار فاشل"" عبارة عن مجموعة قصصية متنوعة تجمع ما بين القصة الساخرة، الاجتماعية، الرعب، وحتى القصص المبنية على أحداث حقيقية، يلعب ""أحمد رمضان"" فى هذه المجموعة ببراعة شديدة على وتر الأفكار المختلفة والنهايات المفاجئة، حتى فى القصص التى تبدو أفكارها مألوفة تأتى المعالجة شديدة التميز والنهاية مخالفة تماماً للتوقعات تضيف أبعاداً أكثر عمقاً للعمل."
36336078,Call Me By Your Name,André Aciman,605811,56765,4.1,"Call Me by Your Name is the story of a sudden and powerful romance that blossoms between an adolescent boy and a summer guest at his parents' cliff-side mansion on the Italian Riviera. Unprepared for the consequences of their attraction, at first each feigns indifference. But during the restless summer weeks that follow, unrelenting buried currents of obsession and fear, fascination and desire, intensify their passion as they test the charged ground between them. What grows from the depths of their spirits is a romance of scarcely six weeks' duration and an experience that marks them for a lifetime. For what the two discover on the Riviera and during a sultry evening in Rome is the one thing both already fear they may never truly find again: total intimacy. The psychological maneuvers that accompany attraction have seldom been more shrewdly captured than in André Aciman's frank, unsentimental, heartrending elegy to human passion. Call Me by Your Name is clear-eyed, bare-knuckled, and ultimately unforgettable.","Romance,Fiction,LGBT,Queer,Contemporary,Audiobook,Gay",248,"January 23, 2007",https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1519203520i/36336078.jpg,"Call Me By Your Name André Aciman Romance,Fiction,LGBT,Queer,Contemporary,Audiobook,Gay Call Me by Your Name is the story of a sudden and powerful romance that blossoms between an adolescent boy and a summer guest at his parents' cliff-side mansion on the Italian Riviera. Unprepared for the consequences of their attraction, at first each feigns indifference. But during the restless summer weeks that follow, unrelenting buried currents of obsession and fear, fascination and desire, intensify their passion as they test the charged ground between them. What grows from the depths of their spirits is a romance of scarcely six weeks' duration and an experience that marks them for a lifetime. For what the two discover on the Riviera and during a sultry evening in Rome is the one thing both already fear they may never truly find again: total intimacy. The psychological maneuvers that accompany attraction have seldom been more shrewdly captured than in André Aciman's frank, unsentimental, heartrending elegy to human passion. Call Me by Your Name is clear-eyed, bare-knuckled, and ultimately unforgettable."
70535,2001: A Space Odyssey,Arthur C. Clarke,338805,10273,4.18,"On the Moon, an enigma is uncovered.So great are the implications of this discovery that for the first time men are sent out deep into our solar system.But long before their destination is reached, things begin to go horribly, inexplicably wrong...One of the greatest-selling science fiction novels of our time, this classic book will grip you to the very end.","Science Fiction,Fiction,Classics,Audiobook,Space,Science Fiction Fantasy,Fantasy",297,"April 28, 1968",https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1432468943i/70535.jpg,"2001: A Space Odyssey Arthur C. Clarke Science Fiction,Fiction,Classics,Audiobook,Space,Science Fiction Fantasy,Fantasy On the Moon, an enigma is uncovered.So great are the implications of this discovery that for the first time men are sent out deep into our solar system.But long before their destination is reached, things begin to go horribly, inexplicably wrong...One of the greatest-selling science fiction novels of our time, this classic book will grip you to the very end."
14743,The God Delusion,Richard Dawkins,284855,10264,3.9,"A preeminent scientist - and the world's most prominent atheist - asserts the irrationality of belief in God, and the grievous harm religion has inflicted on society, from the Crusades to 9/11.With rigor and wit, Dawkins examines God in all his forms, from the sex-obsessed tyrant of the Old Testament, to the more benign (but still illogical) Celestial Watchmaker favored by some Enlightenment thinkers. He eviscerates the major arguments for religion, and demonstrates the supreme improbability of a supreme being. He shows how religion fuels war, foments bigotry, and abuses children, buttressing his points with historical and contemporary evidence.The God Delusion makes a compelling case that belief in God is not just wrong, but potentially deadly. It also offers exhilarating insight into the advantages of atheism to the individual and society, not the least of which is a clearer, truer appreciation of the universe's wonders than any faith could ever muster.","Nonfiction,Religion,Philosophy,Science,Atheism,Audiobook,Psychology",374,"October 1, 2006",https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1347220693i/14743.jpg,"The God Delusion Richard Dawkins Nonfiction,Religion,Philosophy,Science,Atheism,Audiobook,Psychology A preeminent scientist - and the world's most prominent atheist - asserts the irrationality of belief in God, and the grievous harm religion has inflicted on society, from the Crusades to 9/11.With rigor and wit, Dawkins examines God in all his forms, from the sex-obsessed tyrant of the Old Testament, to the more benign (but still illogical) Celestial Watchmaker favored by some Enlightenment thinkers. He eviscerates the major arguments for religion, and demonstrates the supreme improbability of a supreme being. He shows how religion fuels war, foments bigotry, and abuses children, buttressing his points with historical and contemporary evidence.The God Delusion makes a compelling case that belief in God is not just wrong, but potentially deadly. It also offers exhilarating insight into the advantages of atheism to the individual and society, not the least of which is a clearer, truer appreciation of the universe's wonders than any faith could ever muster."
59344312,Verity,Colleen Hoover,3918780,308729,4.29,"Lowen Ashleigh is a struggling writer on the brink of financial ruin when she accepts the job offer of a lifetime. Jeremy Crawford, husband of bestselling author Verity Crawford, has hired Lowen to complete the remaining books in a successful series his injured wife is unable to finish.Lowen arrives at the Crawford home, ready to sort through years of Verity's notes and outlines, hoping to find enough material to get her started. What Lowen doesn't expect to uncover in the chaotic office is an unfinished autobiography Verity never intended for anyone to read. Page after page of bone-chilling admissions, including Verity's recollection of what really happened the day her daughter died.Lowen decides to keep the manuscript hidden from Jeremy, knowing its contents would devastate the already grieving father. But as Lowen's feelings for Jeremy begin to intensify, she recognizes all the ways she could benefit if he were to read his wife's words. After all, no matter how devoted Jeremy is to his injured wife, a truth this horrifying would make it impossible for him to continue to love her.","Thriller,Romance,Mystery,Fiction,Colleen Hoover,Mystery Thriller,Book Club",336,"December 7, 2018",https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1634158558i/59344312.jpg,"Verity Colleen Hoover Thriller,Romance,Mystery,Fiction,Colleen Hoover,Mystery Thriller,Book Club Lowen Ashleigh is a struggling writer on the brink of financial ruin when she accepts the job offer of a lifetime. Jeremy Crawford, husband of bestselling author Verity Crawford, has hired Lowen to complete the remaining books in a successful series his injured wife is unable to finish.Lowen arrives at the Crawford home, ready to sort through years of Verity's notes and outlines, hoping to find enough material to get her started. What Lowen doesn't expect to uncover in the chaotic office is an unfinished autobiography Verity never intended for anyone to read. Page after page of bone-chilling admissions, including Verity's recollection of what really happened the day her daughter died.Lowen decides to keep the manuscript hidden from Jeremy, knowing its contents would devastate the already grieving father. But as Lowen's feelings for Jeremy begin to intensify, she recognizes all the ways she could benefit if he were to read his wife's words. After all, no matter how devoted Jeremy is to his injured wife, a truth this horrifying would make it impossible for him to continue to love her."
31548,Of Human Bondage,W. Somerset Maugham,62105,4685,4.16,"From a tormented orphan with a clubfoot, Philip Carey grows into an impressionable young man with a voracious appetite for adventure and knowledge. His cravings take him to Paris at age eighteen to try his hand at art, then back to London to study medicine. But even so, nothing can sate his nagging hunger for experience. Then he falls obsessively in love, embarking on a disastrous relationship that will change his life forever.…Marked by countless similarities to Maugham’s own life, his masterpiece is “not an autobiography,” as the author himself once contended, “but an autobiographical novel; fact and fiction are inexorably mingled; the emotions are my own.”","Classics,Fiction,Literature,Novels,Romance,British Literature,Literary Fiction",684,"January 1, 1915",https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1386924695i/31548.jpg,"Of Human Bondage W. Somerset Maugham Classics,Fiction,Literature,Novels,Romance,British Literature,Literary Fiction From a tormented orphan with a clubfoot, Philip Carey grows into an impressionable young man with a voracious appetite for adventure and knowledge. His cravings take him to Paris at age eighteen to try his hand at art, then back to London to study medicine. But even so, nothing can sate his nagging hunger for experience. Then he falls obsessively in love, embarking on a disastrous relationship that will change his life forever.…Marked by countless similarities to Maugham’s own life, his masterpiece is “not an autobiography,” as the author himself once contended, “but an autobiographical novel; fact and fiction are inexorably mingled; the emotions are my own.”"
55710822,Better Than the Movies,Lynn Painter,811075,118091,4.25,"In this rom-com about rom-coms, in the spirit of Kasie West and Jenn Bennett, a hopeless romantic teen attempts to secure a happily-ever-after moment with her forever crush, but finds herself reluctantly drawn to the boy next door.Perpetual daydreamer Liz Buxbaum gave her heart to Michael a long time ago. But her cool, aloof forever crush never really saw her before he moved away. Now that he’s back in town, Liz will do whatever it takes to get on his radar - and maybe snag him as a prom date - even befriend Wes Bennet.The annoyingly attractive next-door neighbor might seem like a prime candidate for romantic-comedy fantasies, but Wes has only been a pain in Liz’s butt since they were kids. Pranks involving frogs and decapitated lawn gnomes do not a potential boyfriend make. Yet, somehow, Wes and Michael are hitting it off, which means Wes is Liz’s in.But as Liz and Wes scheme to get Liz noticed by Michael so she can have her magical prom moment, she’s shocked to discover that she likes being around Wes. And as they continue to grow closer, she must reexamine everything she thought she knew about love - and rethink her own ideas of what happily ever after should look like.","Romance,Young Adult,Enemies To Lovers,Contemporary,Fiction,Fake Dating,Audiobook",356,"May 4, 2021",https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1618150545i/55710822.jpg,"Better Than the Movies Lynn Painter Romance,Young Adult,Enemies To Lovers,Contemporary,Fiction,Fake Dating,Audiobook In this rom-com about rom-coms, in the spirit of Kasie West and Jenn Bennett, a hopeless romantic teen attempts to secure a happily-ever-after moment with her forever crush, but finds herself reluctantly drawn to the boy next door.Perpetual daydreamer Liz Buxbaum gave her heart to Michael a long time ago. But her cool, aloof forever crush never really saw her before he moved away. Now that he’s back in town, Liz will do whatever it takes to get on his radar - and maybe snag him as a prom date - even befriend Wes Bennet.The annoyingly attractive next-door neighbor might seem like a prime candidate for romantic-comedy fantasies, but Wes has only been a pain in Liz’s butt since they were kids. Pranks involving frogs and decapitated lawn gnomes do not a potential boyfriend make. Yet, somehow, Wes and Michael are hitting it off, which means Wes is Liz’s in.But as Liz and Wes scheme to get Liz noticed by Michael so she can have her magical prom moment, she’s shocked to discover that she likes being around Wes. And as they continue to grow closer, she must reexamine everything she thought she knew about love - and rethink her own ideas of what happily ever after should look like."
30528544,العصبي,أحمد جمال الدين رمضان,2902,472,4.59,كان الجميع يعلم أنه عصبى .. هذه ليست المشكلة، المشكلة أنه كان يعترف بهذا، كان يعترف أنه عصبى، سريع الاستثارة، ومندفع؛ لكنه لم يحاول تغيير ذلك أبداً، كان ينتابه الغضب ويندفع فى السباب كالسيل العارم لأتفه الأسباب، وأحيانا بدون أسباب تذكر، يفقد أعصابه بسهولة فيثور دون أن يبالى بالعواقب، برميل من البارود قابل للاشتعال فى أى لحظة كما يحلو للبعض أن يصفه، تلك كانت طبيعته المميزة، وهكذا مضت حياته، مشاكل له .. ومأساة للآخرين ممن أوقعهم حظهم العاثر فى دائرة التعامل معه...جيرانه يخشون الاقتراب منه بعد أن علمتهم التجارب أن الاحتكاك به ينتهى دوما بنتائج وخيمة، زملاءه فى العمل يواصلون الشكوى منه ، وأصدقاءه يتناقصون تدريجياً.. فماذا سيفعل فى حياته؟ وما هى المشاكل التى ستواجهه؟ وماذا سيواجه؟ .,"Short Stories,Fiction,Literature,Novels,Anthologies,Ebooks",165,"January 1, 2016",https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1465754782i/30528544.jpg,"العصبي أحمد جمال الدين رمضان Short Stories,Fiction,Literature,Novels,Anthologies,Ebooks كان الجميع يعلم أنه عصبى .. هذه ليست المشكلة، المشكلة أنه كان يعترف بهذا، كان يعترف أنه عصبى، سريع الاستثارة، ومندفع؛ لكنه لم يحاول تغيير ذلك أبداً، كان ينتابه الغضب ويندفع فى السباب كالسيل العارم لأتفه الأسباب، وأحيانا بدون أسباب تذكر، يفقد أعصابه بسهولة فيثور دون أن يبالى بالعواقب، برميل من البارود قابل للاشتعال فى أى لحظة كما يحلو للبعض أن يصفه، تلك كانت طبيعته المميزة، وهكذا مضت حياته، مشاكل له .. ومأساة للآخرين ممن أوقعهم حظهم العاثر فى دائرة التعامل معه...جيرانه يخشون الاقتراب منه بعد أن علمتهم التجارب أن الاحتكاك به ينتهى دوما بنتائج وخيمة، زملاءه فى العمل يواصلون الشكوى منه ، وأصدقاءه يتناقصون تدريجياً.. فماذا سيفعل فى حياته؟ وما هى المشاكل التى ستواجهه؟ وماذا سيواجه؟ ."
18423,The Left Hand of Darkness,Ursula K. Le Guin,226176,21697,4.1,"A groundbreaking work of science fiction, The Left Hand of Darkness tells the story of a lone human emissary to Winter, an alien world whose inhabitants spend most of their time without a gender. His goal is to facilitate Winter's inclusion in a growing intergalactic civilization. But to do so he must bridge the gulf between his own views and those of the completely dissimilar culture that he encounters.Embracing the aspects of psychology, society, and human emotion on an alien world, The Left Hand of Darkness stands as a landmark achievement in the annals of intellectual science fiction.","Science Fiction,Fiction,Fantasy,Classics,Book Club,Science Fiction Fantasy,Queer",304,"January 1, 1969",https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1488213612i/18423.jpg,"The Left Hand of Darkness Ursula K. Le Guin Science Fiction,Fiction,Fantasy,Classics,Book Club,Science Fiction Fantasy,Queer A groundbreaking work of science fiction, The Left Hand of Darkness tells the story of a lone human emissary to Winter, an alien world whose inhabitants spend most of their time without a gender. His goal is to facilitate Winter's inclusion in a growing intergalactic civilization. But to do so he must bridge the gulf between his own views and those of the completely dissimilar culture that he encounters.Embracing the aspects of psychology, society, and human emotion on an alien world, The Left Hand of Darkness stands as a landmark achievement in the annals of intellectual science fiction."
40495957,Heartstopper: Volume One,Alice Oseman,898397,82543,4.41,"Charlie, a highly-strung, openly gay over-thinker, and Nick, a cheerful, soft-hearted rugby player, meet at a British all-boys grammar school. Friendship blooms quickly, but could there be something more...?Charlie Spring is in Year 10 at Truham Grammar School for Boys. The past year hasn't been too great, but at least he's not being bullied anymore. Nick Nelson is in Year 11 and on the school rugby team. He's heard a little about Charlie - the kid who was outed last year and bullied for a few months - but he's never had the opportunity to talk to him.They quickly become friends, and soon Charlie is falling hard for Nick, even though he doesn't think he has a chance. But love works in surprising ways, and sometimes good things are waiting just around the corner...","Romance,Graphic Novels,LGBT,Young Adult,Queer,Contemporary,Comics",288,"January 1, 2018",https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1712679126i/40495957.jpg,"Heartstopper: Volume One Alice Oseman Romance,Graphic Novels,LGBT,Young Adult,Queer,Contemporary,Comics Charlie, a highly-strung, openly gay over-thinker, and Nick, a cheerful, soft-hearted rugby player, meet at a British all-boys grammar school. Friendship blooms quickly, but could there be something more...?Charlie Spring is in Year 10 at Truham Grammar School for Boys. The past year hasn't been too great, but at least he's not being bullied anymore. Nick Nelson is in Year 11 and on the school rugby team. He's heard a little about Charlie - the kid who was outed last year and bullied for a few months - but he's never had the opportunity to talk to him.They quickly become friends, and soon Charlie is falling hard for Nick, even though he doesn't think he has a chance. But love works in surprising ways, and sometimes good things are waiting just around the corner..."
5797,Vanity Fair,William Makepeace Thackeray,133712,5126,3.81,"A novel that chronicles the lives of two women who could not be more different: Becky Sharp, an orphan whose only resources are her vast ambitions, her native wit, and her loose morals; and her schoolmate Amelia Sedley, a typically naive Victorian heroine, the pampered daughter of a wealthy family.","Classics,Fiction,Historical Fiction,Literature,19th Century,Romance,Victorian",867,"January 1, 1847",https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1344386439i/5797.jpg,"Vanity Fair William Makepeace Thackeray Classics,Fiction,Historical Fiction,Literature,19th Century,Romance,Victorian A novel that chronicles the lives of two women who could not be more different: Becky Sharp, an orphan whose only resources are her vast ambitions, her native wit, and her loose morals; and her schoolmate Amelia Sedley, a typically naive Victorian heroine, the pampered daughter of a wealthy family."
18774964,A Man Called Ove,Fredrik Backman,1235505,130275,4.38,"Meet Ove. He's a curmudgeon, the kind of man who points at people he dislikes as if they were burglars caught outside his bedroom window. He has staunch principles, strict routines, and a short fuse. People call him the bitter neighbor from hell, but must Ove be bitter just because he doesn't walk around with a smile plastered to his face all the time?Behind the cranky exterior there is a story and a sadness. So when one November morning a chatty young couple with two chatty young daughters move in next door and accidentally flatten Ove's mailbox, it is the lead-in to a comical and heartwarming tale of unkempt cats, unexpected friendship, and the ancient art of backing up a U-Haul. All of which will change one cranky old man and a local residents' association to their very foundations.","Fiction,Book Club,Contemporary,Audiobook,Humor,Literary Fiction,Adult",337,"August 27, 2012",https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1405259930i/18774964.jpg,"A Man Called Ove Fredrik Backman Fiction,Book Club,Contemporary,Audiobook,Humor,Literary Fiction,Adult Meet Ove. He's a curmudgeon, the kind of man who points at people he dislikes as if they were burglars caught outside his bedroom window. He has staunch principles, strict routines, and a short fuse. People call him the bitter neighbor from hell, but must Ove be bitter just because he doesn't walk around with a smile plastered to his face all the time?Behind the cranky exterior there is a story and a sadness. So when one November morning a chatty young couple with two chatty young daughters move in next door and accidentally flatten Ove's mailbox, it is the lead-in to a comical and heartwarming tale of unkempt cats, unexpected friendship, and the ancient art of backing up a U-Haul. All of which will change one cranky old man and a local residents' association to their very foundations."
